"event","level","Rank","Name","NAT","round","DD","Score","judge_num","judge_name"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","5",3.4,9,4," AXTELIUS Peter"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","5",3.4,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","5",3.4,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","5",3.4,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,3," RAO Lang"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",2,"WILLARS VALDEZ Randal","MEX","6",3.6,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,8.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,9.5,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,9,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,9,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","1",3.2,9,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,9,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,8.5,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,8.5,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,8.5,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,9,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","2",3.7,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,8.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,8,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,7.5,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,7,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,8,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,7,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","3",3.2,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,6.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","4",3.3,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,9,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,8,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,8,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,8.5,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,9,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","5",3.2,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8.5,2," WRIGHT Lisa"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8,3," RAO Lang"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8,4," AXTELIUS Peter"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8,5," PRANARTA Pranarta"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",3,"WIENS Rylan","CAN","6",3.4,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,8.5,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,8,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,8,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","1",3.6,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,6.5,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,6.5,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,7,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,6.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","2",3.2,6.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,7,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,6.5,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,6,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,6.5,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,6.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","3",3.7,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,7,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,7,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,7,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,6.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","4",3.6,6.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,9,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,8.5,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,8,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,9,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","5",3.4,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7.5,3," RAO Lang"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,6.5,6," SZEKFFY Nora"
" men's 10m platform","final",4,"BARTHEL Timo","GER","6",3.6,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7.5,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","1",3.2,7.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,8.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,8,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,8.5,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,8,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,8,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","2",3.7,9,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7.5,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","3",3.3,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","4",3.2,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,8,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","5",3.4,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,8,3," RAO Lang"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,8,5," PRANARTA Pranarta"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,8,6," SZEKFFY Nora"
" men's 10m platform","final",5,"ZSOMBOR-MURRAY Nathan","CAN","6",3.2,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","1",3.3,7.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,6.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,7.5,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,7.5,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,7,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,6.5,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","2",3.2,6.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6.5,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6.5,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","3",3.6,6,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","4",3.4,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7.5,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","5",3.7,7,7," GOLOVAN Anatoliy"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7.5,3," RAO Lang"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7,4," AXTELIUS Peter"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7,6," SZEKFFY Nora"
" men's 10m platform","final",6,"DIXON Matthew","GBR","6",3.2,7.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,7.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,7.5,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,7.5,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,8,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,8,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,7.5,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","1",3.2,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,4.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,4.5,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,4.5,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,4,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,3.5,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,3.5,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","2",3.7,4.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,8.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,8.5,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,8,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,9,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","3",3.3,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","4",3.4,8,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","5",3.3,8.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,5.5,2," WRIGHT Lisa"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,5.5,3," RAO Lang"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,6,4," AXTELIUS Peter"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,4,5," PRANARTA Pranarta"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,5.5,6," SZEKFFY Nora"
" men's 10m platform","final",7,"EIKERMANN GREGORCHUK Jaden Shiloh","GER","6",3.6,5.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,9,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,9,2," WRIGHT Lisa"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,8.5,3," RAO Lang"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,8.5,4," AXTELIUS Peter"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,8.5,5," PRANARTA Pranarta"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,8.5,6," SZEKFFY Nora"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","1",3.2,9,7," GOLOVAN Anatoliy"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,7,2," WRIGHT Lisa"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,7,3," RAO Lang"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,7,4," AXTELIUS Peter"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,6.5,5," PRANARTA Pranarta"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,7,6," SZEKFFY Nora"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","2",3.6,6.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,6.5,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,7,2," WRIGHT Lisa"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,7,3," RAO Lang"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,7,4," AXTELIUS Peter"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,7,5," PRANARTA Pranarta"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,7,6," SZEKFFY Nora"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","3",3.7,6.5,7," GOLOVAN Anatoliy"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,8,1," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,8,2," WRIGHT Lisa"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,8,3," RAO Lang"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,8,4," AXTELIUS Peter"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,7.5,5," PRANARTA Pranarta"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,8,6," SZEKFFY Nora"
" men's 10m platform","final",8,"TAMAI Rikuto","JPN","4",3.2,7.5,7," GOLOVAN Anatoliy"
