"event","level","Rank","Name","NAT","round","DD","Score","judge_num","judge_name"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,6.5,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,7,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,6.5,4," ASADA Masako"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,6.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,7,6," SANTOS Isabel"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","2",3.4,6,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,5.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","3",3.4,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,6.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7,6," RAO Lang"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","4",3,7,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,5,1," BARTH Michael"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,4,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,4,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,3.5,4," ASADA Masako"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,4,5," PETERSON Gord"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,4.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","5",3.5,4.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,6.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,6.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,7,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,6,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",24,"OCAMPO MARROQUIN Jahir","MEX","6",3.3,5.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,7.5,1," BARTH Michael"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,7,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,6.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,6,4," ASADA Masako"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,7,5," PETERSON Gord"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,6.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","1",3,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,7,1," BARTH Michael"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,6.5,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,6.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,5.5,4," ASADA Masako"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,6,5," PETERSON Gord"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,6,6," SANTOS Isabel"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","2",3.1,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6,6," RAO Lang"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","3",3.4,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,5.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,6.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,5.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,5.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","4",3.4,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,7.5,1," BARTH Michael"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,7,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,6,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,7.5,4," ASADA Masako"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,6.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,6,6," SANTOS Isabel"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","5",3.5,6.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,5.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,6,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,6,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,6,6," RAO Lang"
" men's 3m springboard","preliminary",25,"NEGLIA Donato","CHI","6",3,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,5.5,1," BARTH Michael"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,6,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,6.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,5.5,4," ASADA Masako"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,5.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,6.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","1",3.1,6.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,6,1," BARTH Michael"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,6,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,6.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,6,4," ASADA Masako"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,6.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,7.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","2",3,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,5.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,4.5,6," RAO Lang"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","3",3,5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,6,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,5.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,5.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,6,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","4",3.4,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,6.5,1," BARTH Michael"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,7,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,6,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,7,4," ASADA Masako"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,6,5," PETERSON Gord"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,7,6," SANTOS Isabel"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","5",3.4,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7,6," RAO Lang"
" men's 3m springboard","preliminary",26,"NAUROZAU Yury","BLR","6",3.5,7.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,5.5,1," BARTH Michael"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,6.5,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,7,4," ASADA Masako"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,6,5," PETERSON Gord"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,5.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","1",3,5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,6,1," BARTH Michael"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,6.5,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,5.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,5,4," ASADA Masako"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,5.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,6,6," SANTOS Isabel"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","2",3,6.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,5.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,6,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,6,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,6,6," RAO Lang"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","3",3.1,6,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,7,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,6.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,6.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,6.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,7,6," RAO Lang"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","4",3.4,6.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,7.5,1," BARTH Michael"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,8,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,7,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,6,4," ASADA Masako"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,7.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,7,6," SANTOS Isabel"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","5",3,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",27,"BONFIM dos SANTOS MOURA Luis Felipe","BRA","6",3.5,6.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,6.5,1," BARTH Michael"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,7,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,6,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,6.5,4," ASADA Masako"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,5.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,5.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","1",2.7,6.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,7,1," BARTH Michael"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,7,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,6,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,6,4," ASADA Masako"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,6.5,5," PETERSON Gord"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,7,6," SANTOS Isabel"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","2",3,5.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,7,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","3",3,6.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,6.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,7,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,7,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,6.5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,7,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,6.5,6," RAO Lang"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","4",3.1,6.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,5,1," BARTH Michael"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,6,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,6,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,5,4," ASADA Masako"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,6,5," PETERSON Gord"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,5.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","5",3,6.5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7.5,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7.5,6," RAO Lang"
" men's 3m springboard","preliminary",28,"TSIRIKOS Athanasios","GRE","6",3,7.5,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,6,1," BARTH Michael"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,6,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,6.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,4.5,4," ASADA Masako"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,5,5," PETERSON Gord"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","1",3.4,5,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7,1," BARTH Michael"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,6.5,2," SHEPHERD Kathleen"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7.5,3," GOLOVAN Anatoliy"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7.5,4," ASADA Masako"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7,5," PETERSON Gord"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7.5,6," SANTOS Isabel"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","2",3.1,7,7," TOULOUDIS Nikolaos"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,4.5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,4.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,5,4," GUAYACAN CONTRERAS Juan Carlos"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,4,5," PEREZ CANASVERAS Angel Luis"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,4.5,6," RAO Lang"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","3",3,4,7," SIEFKEN Jann Hendrik"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","4",3.5,5,1," FRASER Lindsey Ann"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","4",3.5,5.5,2," ROCHA CHAVEZ Sergio"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","4",3.5,4.5,3," WIERNIUK Anna"
" men's 3m springboard","preliminary",29,"OLIFERCHYK Stanislav","UKR","4",3.5,6,4," GUAYACAN CONTRERAS Juan Carlos"
