"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
4,"CHANG Yani","CHN",5,"5152B",3,7.5,7.5,7,8,7.5,7.5,7.5,"67.5","=2",309.9,"4",42.3,"women's 3m springboard","semifinal b","2019","World_Series_London"
5,"KESAR Viktoriya","UKR",1,"405B",3,7,7,7,7.5,7,7,6.5,"63","=4",63,"=4",9,"women's 3m springboard","semifinal b","2019","World_Series_London"
5,"KESAR Viktoriya","UKR",2,"5152B",3,7.5,7.5,7,7.5,7.5,7.5,7,"67.5","3",130.5,"3",9,"women's 3m springboard","semifinal b","2019","World_Series_London"
5,"KESAR Viktoriya","UKR",3,"205B",3,6.5,7.5,7,7.5,7.5,8,7,"66","=2",196.5,"3",17.4,"women's 3m springboard","semifinal b","2019","World_Series_London"
5,"KESAR Viktoriya","UKR",4,"305B",3,3.5,5,5,5.5,5.5,5.5,4,"46.5","6",243,"4",42.9,"women's 3m springboard","semifinal b","2019","World_Series_London"
5,"KESAR Viktoriya","UKR",5,"107B",3.1,7,7.5,7,7.5,7,7,7.5,"66.65","4",309.65,"5",42.55,"women's 3m springboard","semifinal b","2019","World_Series_London"
6,"TORRANCE Katherine","GBR",1,"205B",3,6.5,6.5,6.5,7,6.5,6.5,7,"58.5","6",58.5,"6",13.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
6,"TORRANCE Katherine","GBR",2,"5152B",3,7.5,7.5,7,6.5,7.5,7,7,"64.5","4",123,"5",16.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
6,"TORRANCE Katherine","GBR",3,"405B",3,4,4.5,4,4.5,4,4,4,"36","6",159,"6",54.9,"women's 3m springboard","semifinal b","2019","World_Series_London"
6,"TORRANCE Katherine","GBR",4,"107B",3.1,6,6,6,6,6,5.5,6.5,"55.8","5",214.8,"6",71.1,"women's 3m springboard","semifinal b","2019","World_Series_London"
6,"TORRANCE Katherine","GBR",5,"305B",3,8,7.5,8,8,8,8,8,"72","1",286.8,"6",65.4,"women's 3m springboard","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",1,"307C",3.4,8,8.5,8.5,9,8.5,8.5,8.5,"86.7","1",86.7,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",2,"407C",3.2,9,9,9.5,9.5,8.5,9,9,"86.4","2",173.1,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",3,"5172B",3.6,8.5,8,8,8,8.5,8.5,8,"88.2","1",261.3,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",4,"626B",3.5,7.5,7.5,7,7.5,7.5,8,8,"78.75","2",340.05,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",5,"109C",3.7,9.5,9.5,10,9,9,9,9.5,"103.6","1",443.65,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
1,"DALEY Thomas","GBR",6,"207B",3.6,9,10,9,9,9.5,9,9.5,"99","1",542.65,"1",NA," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",1,"407C",3.2,8,8,8.5,7.5,8.5,7.5,8,"76.8","4",76.8,"4",9.9," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",2,"307C",3.4,9,9,8.5,9.5,9,9.5,8.5,"91.8","1",168.6,"3",4.5," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",3,"107B",3,8.5,8.5,8.5,8.5,8.5,8.5,9,"76.5","3",245.1,"2",16.2," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",4,"207C",3.3,9.5,9.5,9,10,9,9.5,9,"92.4","1",337.5,"2",2.55," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",5,"626C",3.3,7.5,8,7.5,7.5,8,8,7.5,"75.9","3",413.4,"2",30.25," men's 10m platform","semifinal b","2019","World_Series_London"
2,"AUFFRET Benjamin","FRA",6,"5255B",3.6,8,7.5,7.5,8,9,8.5,8.5,"88.2","3",501.6,"2",41.05," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",1,"5255B",3.6,8,8,8.5,8,8,8.5,8,"86.4","=2",86.4,"=2",0.3," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",2,"626C",3.3,7.5,7.5,7.5,7.5,7.5,8,7.5,"74.25","4",160.65,"4",12.45," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",3,"407C",3.2,8.5,8.5,8.5,8.5,8.5,8.5,8,"81.6","2",242.25,"3",19.05," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",4,"207B",3.6,7,7,6.5,6.5,6.5,7,6.5,"72","3",314.25,"3",25.8," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",5,"307C",3.4,7.5,8,6.5,7.5,8,7.5,7.5,"76.5","2",390.75,"3",52.9," men's 10m platform","semifinal b","2019","World_Series_London"
3,"LEE Matthew","GBR",6,"109C",3.7,7.5,8.5,8.5,8.5,8.5,8,8.5,"94.35","2",485.1,"3",57.55," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",1,"6245D",3.6,8,8,8,8.5,8.5,8,8,"86.4","=2",86.4,"=2",0.3," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",2,"407C",3.2,9,8.5,9,8,9,8.5,9,"84.8","3",171.2,"2",1.9," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",3,"307C",3.4,4.5,5,5.5,4,5.5,4.5,5,"49.3","4",220.5,"4",40.8," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",4,"109C",3.7,6,5,4.5,5.5,6,4.5,4.5,"55.5","4",276,"4",64.05," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",5,"207B",3.6,6.5,7,7,7.5,6.5,7.5,7,"75.6","4",351.6,"4",92.05," men's 10m platform","semifinal b","2019","World_Series_London"
4,"BEDGGOOD Domonic","AUS",6,"5255B",3.6,7.5,7.5,8,8,8,7.5,8,"84.6","4",436.2,"4",106.45," men's 10m platform","semifinal b","2019","World_Series_London"
1,"CHEN Yuxi","CHN",1,"107B",3,7.5,7.5,7.5,7.5,7,7,6.5,"66","5",66,"5",15,"women's 10m platform","semifinal b","2019","World_Series_London"
1,"CHEN Yuxi","CHN",2,"407C",3.2,9.5,10,9,9.5,9.5,8.5,9,"89.6","1",155.6,"2",2.2,"women's 10m platform","semifinal b","2019","World_Series_London"
1,"CHEN Yuxi","CHN",3,"626C",3.3,7.5,7.5,7.5,7.5,6,7.5,7,"74.25","3",229.85,"3",12.1,"women's 10m platform","semifinal b","2019","World_Series_London"
1,"CHEN Yuxi","CHN",4,"207C",3.3,8,9,8.5,8.5,8,9,8.5,"84.15","1",314,"1",NA,"women's 10m platform","semifinal b","2019","World_Series_London"
1,"CHEN Yuxi","CHN",5,"5253B",3.2,8.5,9,8.5,8.5,8,8.5,8.5,"81.6","1",395.6,"1",NA,"women's 10m platform","semifinal b","2019","World_Series_London"
2,"KIM Mi Rae","PRK",1,"107B",3,9,9,9,8.5,8.5,9,9,"81","1",81,"1",NA,"women's 10m platform","semifinal b","2019","World_Series_London"
2,"KIM Mi Rae","PRK",2,"407C",3.2,7.5,8,8,8.5,8,8,8,"76.8","3",157.8,"1",NA,"women's 10m platform","semifinal b","2019","World_Series_London"
2,"KIM Mi Rae","PRK",3,"207C",3.3,8,9,8,8.5,9,9,8,"84.15","1",241.95,"1",NA,"women's 10m platform","semifinal b","2019","World_Series_London"
2,"KIM Mi Rae","PRK",4,"6243D",3.2,6.5,6.5,6,6.5,5.5,6,5,"59.2","3",301.15,"2",12.85,"women's 10m platform","semifinal b","2019","World_Series_London"
2,"KIM Mi Rae","PRK",5,"5253B",3.2,8,7,7.5,7,7.5,7,6,"68.8","4",369.95,"2",25.65,"women's 10m platform","semifinal b","2019","World_Series_London"
3,"ZHANG Minjie","CHN",1,"107B",3,7.5,8,7,8,7.5,7.5,7.5,"67.5","=3",67.5,"=3",13.5,"women's 10m platform","semifinal b","2019","World_Series_London"
3,"ZHANG Minjie","CHN",2,"407C",3.2,9,9,9,8.5,8.5,9,9,"86.4","2",153.9,"3",3.9,"women's 10m platform","semifinal b","2019","World_Series_London"
3,"ZHANG Minjie","CHN",3,"6243D",3.2,8.5,8.5,8,8,7.5,8,8,"76.8","2",230.7,"2",11.25,"women's 10m platform","semifinal b","2019","World_Series_London"
3,"ZHANG Minjie","CHN",4,"207C",3.3,6,6.5,6,5.5,5,6.5,5.5,"57.75","4",288.45,"3",25.55,"women's 10m platform","semifinal b","2019","World_Series_London"
3,"ZHANG Minjie","CHN",5,"5253B",3.2,8.5,8.5,8,8,8,8,8,"76.8","2",365.25,"3",30.35,"women's 10m platform","semifinal b","2019","World_Series_London"
4,"TOULSON Lois","GBR",1,"107B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.5","=3",67.5,"=3",13.5,"women's 10m platform","semifinal b","2019","World_Series_London"
4,"TOULSON Lois","GBR",2,"305C",2.8,8,8,8,7.5,7.5,8,8,"67.2","4",134.7,"4",23.1,"women's 10m platform","semifinal b","2019","World_Series_London"
4,"TOULSON Lois","GBR",3,"6243D",3.2,7.5,7,7,7,7,7.5,7,"67.2","5",201.9,"4",40.05,"women's 10m platform","semifinal b","2019","World_Series_London"
4,"TOULSON Lois","GBR",4,"407C",3.2,7,6.5,7,6.5,7,7,7.5,"67.2","2",269.1,"4",44.9,"women's 10m platform","semifinal b","2019","World_Series_London"
4,"TOULSON Lois","GBR",5,"5253B",3.2,6.5,7,6.5,6,5.5,6.5,6,"60.8","5",329.9,"4",65.7,"women's 10m platform","semifinal b","2019","World_Series_London"
5,"KIM Mi Hwa","PRK",1,"107B",3,9.5,9,8.5,9,9,8.5,8.5,"79.5","2",79.5,"2",1.5,"women's 10m platform","semifinal b","2019","World_Series_London"
5,"KIM Mi Hwa","PRK",2,"407C",3.2,5.5,5,5.5,6,5.5,5.5,4.5,"52.8","5",132.3,"5",25.5,"women's 10m platform","semifinal b","2019","World_Series_London"
5,"KIM Mi Hwa","PRK",3,"207C",3.3,7,7,6.5,7,6.5,6.5,7,"67.65","4",199.95,"5",42,"women's 10m platform","semifinal b","2019","World_Series_London"
5,"KIM Mi Hwa","PRK",4,"6243D",3.2,5.5,4.5,5,4.5,5.5,6,5.5,"51.2","5",251.15,"5",62.85,"women's 10m platform","semifinal b","2019","World_Series_London"
5,"KIM Mi Hwa","PRK",5,"5253B",3.2,7.5,7.5,7,6,7.5,5.5,7.5,"70.4","3",321.55,"5",74.05,"women's 10m platform","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",1,"5154B",3.4,8.5,8.5,9,8.5,8.5,8.5,8,"86.7","1",86.7,"1",NA," men's 3m springboard","final","2019","World_Series_London"
1,"LAUGHER Jack","GBR",2,"307C",3.5,8.5,9,9,8.5,9,9,9.5,"94.5","1",181.2,"1",NA," men's 3m springboard","final","2019","World_Series_London"
1,"LAUGHER Jack","GBR",3,"407C",3.4,9.5,9.5,10,10,10,9.5,10,"100.3","1",281.5,"1",NA," men's 3m springboard","final","2019","World_Series_London"
1,"LAUGHER Jack","GBR",4,"5156B",3.9,8,8,8.5,8,8.5,8,8.5,"95.55","1",377.05,"1",NA," men's 3m springboard","final","2019","World_Series_London"
1,"LAUGHER Jack","GBR",5,"109C",3.8,9.5,9,9.5,9,9.5,9.5,9,"106.4","1",483.45,"1",NA," men's 3m springboard","final","2019","World_Series_London"
1,"LAUGHER Jack","GBR",6,"207C",3.6,7,6.5,7.5,7,8,7.5,7.5,"79.2","5",562.65,"1",NA," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",1,"5154B",3.4,7.5,8,8,8,8,8,8.5,"81.6","=2",81.6,"=2",5.1," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",2,"407C",3.4,8.5,8.5,9,8.5,8.5,8.5,9,"86.7","2",168.3,"2",12.9," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",3,"307C",3.5,8,8,7.5,8,8,7.5,8,"84","4",252.3,"3",29.2," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",4,"5156B",3.9,7,8,7.5,7.5,7.5,7.5,8,"87.75","=3",340.05,"2",37," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",5,"109C",3.8,7,7,6.5,6.5,6.5,6.5,6.5,"74.1","3",414.15,"2",69.3," men's 3m springboard","final","2019","World_Series_London"
2,"GOODFELLOW Daniel","GBR",6,"207C",3.6,8,7.5,8,8.5,8,8,8.5,"86.4","3",500.55,"2",62.1," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",1,"5154B",3.4,7.5,8,7.5,8,8,8.5,8.5,"81.6","=2",81.6,"=2",5.1," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",2,"205B",3,7.5,7.5,7,7,7.5,7,8,"66","6",147.6,"5",33.6," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",3,"307C",3.5,8,8.5,8.5,8,8,8,8.5,"85.75","3",233.35,"4",48.15," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",4,"407C",3.4,9,8.5,8.5,8.5,9,8.5,9,"88.4","2",321.75,"4",55.3," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",5,"109C",3.8,6,6.5,5.5,6,7,6.5,6.5,"72.2","4",393.95,"4",89.5," men's 3m springboard","final","2019","World_Series_London"
3,"WANG Zongyuan","CHN",6,"5156B",3.9,7.5,7.5,7.5,7.5,7.5,7.5,8,"87.75","2",481.7,"3",80.95," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",1,"407C",3.4,8,7.5,7,8,8,8,8,"81.6","=2",81.6,"=2",5.1," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",2,"107B",3.1,7,7.5,7.5,7,7,7,7.5,"66.65","5",148.25,"4",32.95," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",3,"5154B",3.4,8,8.5,8,8,8,8,8.5,"81.6","5",229.85,"5",51.65," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",4,"207C",3.6,7,6.5,7,6.5,6,7,6.5,"72","6",301.85,"5",75.2," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",5,"307C",3.5,8,7.5,7.5,8,8,7.5,7.5,"80.5","2",382.35,"5",101.1," men's 3m springboard","final","2019","World_Series_London"
4,"KUZNETSOV Evgenii","RUS",6,"109C",3.8,8.5,8.5,8,8.5,8.5,9,9.5,"96.9","1",479.25,"4",83.4," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",1,"5154B",3.4,8,8,8,7.5,8.5,8,8.5,"81.6","=2",81.6,"=2",5.1," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",2,"5156B",3.9,7,7.5,7,7,7.5,7.5,7,"83.85","3",165.45,"3",15.75," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",3,"307C",3.5,9,9.5,9,9,9,9.5,9,"94.5","2",259.95,"2",21.55," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",4,"407C",3.4,7.5,7.5,7.5,8,8,8,8,"79.9","5",339.85,"3",37.2," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",5,"109C",3.8,5.5,5,6,5.5,5.5,6,5,"62.7","6",402.55,"3",80.9," men's 3m springboard","final","2019","World_Series_London"
5,"PENG Jianfeng","CHN",6,"207C",3.6,5.5,4.5,5,4.5,6.5,5,4.5,"52.2","6",454.75,"5",107.9," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",1,"205B",3,7.5,7.5,8,7.5,7.5,7.5,7.5,"67.5","6",67.5,"6",19.2," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",2,"107B",3.1,8,8,8,8,7.5,8,8,"74.4","4",141.9,"6",39.3," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",3,"307C",3.5,4.5,4.5,3.5,4,4.5,4,4,"43.75","6",185.65,"6",95.85," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",4,"5156B",3.9,7,8,7.5,7.5,7.5,7.5,7.5,"87.75","=3",273.4,"6",103.65," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",5,"405B",3,7.5,7.5,7,7.5,7.5,7.5,7.5,"67.5","5",340.9,"6",142.55," men's 3m springboard","final","2019","World_Series_London"
6,"IMBEAU-DULAC Francois","CAN",6,"5337D",3.5,7.5,8,8.5,7.5,8,8,8,"84","4",424.9,"6",137.75," men's 3m springboard","final","2019","World_Series_London"
1,"KEENEY Maddison","AUS",1,"205B",3,8,8.5,8.5,8,8.5,8,8.5,"75","1",75,"1",NA,"women's 3m springboard","final","2019","World_Series_London"
1,"KEENEY Maddison","AUS",2,"307C",3.5,5.5,5.5,6,6.5,6,6,5.5,"61.25","5",136.25,"2",1.15,"women's 3m springboard","final","2019","World_Series_London"
1,"KEENEY Maddison","AUS",3,"405B",3,8.5,9,8.5,8.5,8.5,8.5,8.5,"76.5","2",212.75,"2",1.3,"women's 3m springboard","final","2019","World_Series_London"
1,"KEENEY Maddison","AUS",4,"107B",3.1,8.5,8,8.5,8.5,8.5,9,8.5,"79.05","1",291.8,"1",NA,"women's 3m springboard","final","2019","World_Series_London"
1,"KEENEY Maddison","AUS",5,"5154B",3.4,7.5,7,7.5,8,7.5,7.5,7.5,"76.5","2",368.3,"1",NA,"women's 3m springboard","final","2019","World_Series_London"
2,"ABEL Jennifer","CAN",1,"405B",3,8,8.5,8,8.5,8.5,8,8,"73.5","2",73.5,"2",1.5,"women's 3m springboard","final","2019","World_Series_London"
2,"ABEL Jennifer","CAN",2,"305B",3,6.5,6.5,7.5,7,7,7,6.5,"61.5","4",135,"=3",2.4,"women's 3m springboard","final","2019","World_Series_London"
2,"ABEL Jennifer","CAN",3,"107B",3.1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,"79.05","1",214.05,"1",NA,"women's 3m springboard","final","2019","World_Series_London"
2,"ABEL Jennifer","CAN",4,"205B",3,6.5,6,6,6,6.5,5.5,6,"54","6",268.05,"5",23.75,"women's 3m springboard","final","2019","World_Series_London"
2,"ABEL Jennifer","CAN",5,"5154B",3.4,8,8.5,8.5,8.5,8,7.5,8.5,"85","1",353.05,"2",15.25,"women's 3m springboard","final","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",1,"405B",3,6.5,7,7,7,6.5,7,7,"63","6",63,"6",12,"women's 3m springboard","final","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",2,"107B",3.1,7.5,8,8,8,8,7.5,8,"74.4","1",137.4,"1",NA,"women's 3m springboard","final","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",3,"205B",3,7,7.5,7.5,7.5,8,7.5,7,"67.5","=3",204.9,"3",9.15,"women's 3m springboard","final","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",4,"305B",3,7.5,7.5,7,7.5,7.5,7,7.5,"67.5","4",272.4,"2",19.4,"women's 3m springboard","final","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",5,"5152B",3,8,8,8,8.5,8.5,8,8,"72","=3",344.4,"3",23.9,"women's 3m springboard","final","2019","World_Series_London"
4,"REID Grace","GBR",1,"405B",3,7,7.5,7,7.5,7.5,8,7.5,"67.5","=4",67.5,"=4",7.5,"women's 3m springboard","final","2019","World_Series_London"
4,"REID Grace","GBR",2,"205B",3,7.5,7.5,7.5,8,7.5,7.5,7.5,"67.5","2",135,"=3",2.4,"women's 3m springboard","final","2019","World_Series_London"
4,"REID Grace","GBR",3,"305B",3,7,7.5,7.5,7.5,8,8,7.5,"67.5","=3",202.5,"4",11.55,"women's 3m springboard","final","2019","World_Series_London"
4,"REID Grace","GBR",4,"107B",3.1,7.5,7.5,7.5,7.5,8,7.5,7.5,"69.75","3",272.25,"3",19.55,"women's 3m springboard","final","2019","World_Series_London"
4,"REID Grace","GBR",5,"5152B",3,8,8,8,8,8.5,8,8,"72","=3",344.25,"4",24.05,"women's 3m springboard","final","2019","World_Series_London"
5,"LIN Shan","CHN",1,"205B",3,7.5,7.5,8,7.5,8,7,8,"69","3",69,"3",6,"women's 3m springboard","final","2019","World_Series_London"
5,"LIN Shan","CHN",2,"305B",3,6,6,7,8,6.5,6,8,"58.5","6",127.5,"6",9.9,"women's 3m springboard","final","2019","World_Series_London"
5,"LIN Shan","CHN",3,"5152B",3,7,7,7.5,7,7.5,7.5,7.5,"66","6",193.5,"6",20.55,"women's 3m springboard","final","2019","World_Series_London"
5,"LIN Shan","CHN",4,"107B",3.1,8,7.5,8.5,8,8.5,8,8.5,"75.95","2",269.45,"4",22.35,"women's 3m springboard","final","2019","World_Series_London"
5,"LIN Shan","CHN",5,"405B",3,8,8,8,8,8,8.5,8.5,"72","=3",341.45,"5",26.85,"women's 3m springboard","final","2019","World_Series_London"
6,"WARE Pamela","CAN",1,"205B",3,7,8,7.5,8,7.5,7.5,7,"67.5","=4",67.5,"=4",7.5,"women's 3m springboard","final","2019","World_Series_London"
6,"WARE Pamela","CAN",2,"107B",3.1,7,7,7,7.5,7.5,7.5,7,"66.65","3",134.15,"5",3.25,"women's 3m springboard","final","2019","World_Series_London"
6,"WARE Pamela","CAN",3,"405B",3,7,7.5,8,7.5,7.5,7.5,7.5,"67.5","=3",201.65,"5",12.4,"women's 3m springboard","final","2019","World_Series_London"
6,"WARE Pamela","CAN",4,"305B",3,7,7,7.5,7,7,7.5,7.5,"64.5","5",266.15,"6",25.65,"women's 3m springboard","final","2019","World_Series_London"
6,"WARE Pamela","CAN",5,"5337D",3.5,6,6,6,6.5,6,6,5.5,"63","6",329.15,"6",39.15,"women's 3m springboard","final","2019","World_Series_London"
1,"YANG Hao","CHN",1,"407C",3.2,9.5,9,9,9,9,9,9,"86.4","=3",86.4,"=3",5.4," men's 10m platform","final","2019","World_Series_London"
1,"YANG Hao","CHN",2,"5253B",3.2,9,8.5,9,8.5,9,8.5,9,"84.8","4",171.2,"4",10.4," men's 10m platform","final","2019","World_Series_London"
1,"YANG Hao","CHN",3,"626B",3.5,9.5,9.5,9.5,10,9.5,9.5,9.5,"99.75","1",270.95,"1",NA," men's 10m platform","final","2019","World_Series_London"
1,"YANG Hao","CHN",4,"307C",3.4,10,9.5,9.5,10,9.5,10,10,"100.3","1",371.25,"1",NA," men's 10m platform","final","2019","World_Series_London"
1,"YANG Hao","CHN",5,"207B",3.6,8.5,8.5,9,9,9,9.5,8.5,"95.4","2",466.65,"1",NA," men's 10m platform","final","2019","World_Series_London"
1,"YANG Hao","CHN",6,"109C",3.7,8,8,8,8.5,8.5,8.5,8.5,"92.5","2",559.15,"1",NA," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",1,"407C",3.2,9,9,9,10,8.5,9,9,"86.4","=3",86.4,"=3",5.4," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",2,"626C",3.3,8,8,8,7.5,8,7.5,8,"79.2","=5",165.6,"6",16," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",3,"207C",3.3,9,9,9.5,9,9,9,9,"89.1","3",254.7,"4",16.25," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",4,"307C",3.4,9,8,9,9,8.5,8.5,9,"90.1","2",344.8,"4",26.45," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",5,"109C",3.7,9.5,9.5,10,10,9,10,9.5,"107.3","1",452.1,"2",14.55," men's 10m platform","final","2019","World_Series_London"
2,"LIAN Junjie","CHN",6,"5253B",3.2,8,8.5,9,8,8,8.5,8.5,"80","5",532.1,"2",27.05," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",1,"307C",3.4,8.5,8.5,9,9,9,9,8.5,"90.1","2",90.1,"2",1.7," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",2,"407C",3.2,9.5,9.5,9.5,9,10,9,9,"89.6","3",179.7,"3",1.9," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",3,"5172B",3.6,6.5,5.5,6.5,5.5,6,6.5,6.5,"68.4","6",248.1,"6",22.85," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",4,"626B",3.5,8.5,8.5,8.5,9,8.5,9,8.5,"89.25","3",337.35,"5",33.9," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",5,"109C",3.7,8.5,8,8.5,8,8.5,8,8.5,"92.5","3",429.85,"5",36.8," men's 10m platform","final","2019","World_Series_London"
3,"DALEY Thomas","GBR",6,"207B",3.6,8.5,9,8.5,8.5,9,9.5,9.5,"95.4","1",525.25,"3",33.9," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",1,"407C",3.2,9,9,9,9,9,8.5,8.5,"86.4","=3",86.4,"=3",5.4," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",2,"307C",3.4,9,9,9.5,9.5,9.5,9,9.5,"95.2","2",181.6,"1",NA," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",3,"626B",3.5,9,8.5,9,8.5,8,8.5,8.5,"89.25","2",270.85,"2",0.1," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",4,"207B",3.6,8.5,8,8.5,7.5,8,8,8.5,"88.2","4",359.05,"2",12.2," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",5,"109C",3.7,7,6.5,8,6.5,8,6.5,7,"75.85","6",434.9,"3",31.75," men's 10m platform","final","2019","World_Series_London"
4,"BONDAR Aleksandr","RUS",6,"5255B",3.6,8,7.5,7.5,7.5,7.5,7.5,7.5,"81","4",515.9,"4",43.25," men's 10m platform","final","2019","World_Series_London"
5,"AUFFRET Benjamin","FRA",1,"407C",3.2,8.5,8.5,9.5,9,8.5,9,8.5,"83.2","6",83.2,"6",8.6," men's 10m platform","final","2019","World_Series_London"
