"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
5,"CAGNOTTO Tania","ITA",1,"205B",3,8,8,8,8.5,8,7,7.5,"72.00","3",72,"3",3,"women's 3m springboard","semifinal b","2015","World_Series_Beijing"
5,"CAGNOTTO Tania","ITA",2,"5152B",3,6.5,7,7,7,7,7,7,"63.00","5",135,"3",16.5,"women's 3m springboard","semifinal b","2015","World_Series_Beijing"
5,"CAGNOTTO Tania","ITA",3,"107B",3.1,7.5,7,7,7.5,7,7.5,6.5,"66.65","3",201.65,"3",21.85,"women's 3m springboard","semifinal b","2015","World_Series_Beijing"
5,"CAGNOTTO Tania","ITA",4,"305B",3,7.5,7,6.5,6.5,7,8,7,"63.00","3",264.65,"2",33.25,"women's 3m springboard","semifinal b","2015","World_Series_Beijing"
5,"CAGNOTTO Tania","ITA",5,"405B",3,2,3.5,2.5,4,4.5,3.5,3.5,"31.50","5",296.15,"5",75.25,"women's 3m springboard","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",1,"407B",3.5,9,9,9,8,9,9,8.5,"94.50","1",94.5,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",2,"5255B",3.6,8,8,7,7.5,7.5,7.5,8,"82.80","1",177.3,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",3,"307C",3.4,9,9,9,9,9,9,8.5,"91.80","1",269.1,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",4,"626B",3.5,8.5,9,8.5,8,8.5,8,8,"87.50","2",356.6,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",5,"207B",3.6,8.5,8,8.5,9,9,8.5,8.5,"91.80","1",448.4,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"YANG Jian","CHN",6,"109B",4.1,8,8,7,8.5,8,8,7.5,"98.40","1",546.8,"1",NA," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",1,"207C",3.3,8,8,7.5,8,7.5,8,7.5,"77.55","3",77.55,"3",16.95," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",2,"109C",3.7,5,4.5,5.5,4.5,5,6,5.5,"57.35","5",134.9,"5",42.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",3,"409C",4.1,7,6.5,6.5,6.5,7,7.5,7,"84.05","2",218.95,"4",50.15," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",4,"626C",3.3,9.5,9,10,10,9.5,9.5,9.5,"94.05","1",313,"2",43.6," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",5,"307C",3.4,4.5,4,4.5,4.5,4.5,6,4,"45.90","5",358.9,"2",89.5," men's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"SANCHEZ German","MEX",6,"5156B",3.8,7.5,8.5,8,8,8,7.5,6,"89.30","2",448.2,"2",98.6," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",1,"407C",3.2,7.5,7.5,7,6.5,7,7,7.5,"68.80","5",68.8,"5",25.7," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",2,"207C",3.3,8,8,7.5,8.5,8,7.5,8,"79.20","=2",148,"3",29.3," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",3,"307C",3.4,7.5,7.5,7,7.5,8,7.5,7.5,"76.50","3",224.5,"3",44.6," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",4,"6243D",3.2,5,5.5,6,6,6,6.5,6,"57.60","5",282.1,"4",74.5," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",5,"109C",3.7,6,6,6,5.5,5.5,5.5,5.5,"62.90","3",345,"4",103.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"DOLGOV Maxsym","UKR",6,"5255B",3.6,7.5,8,8,7.5,8.5,8,8.5,"86.40","3",431.4,"3",115.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",1,"109C",3.7,8,7,7,7,7,7,7,"77.70","2",77.7,"2",16.8," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",2,"207C",3.3,8.5,8,8,8,7.5,8,8,"79.20","=2",156.9,"2",20.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",3,"6245D",3.6,6,7,7,6,7,7.5,6.5,"73.80","4",230.7,"2",38.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",4,"307C",3.4,6,5.5,6,5.5,6.5,6,5,"59.50","4",290.2,"3",66.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",5,"409C",4.1,5.5,5,4.5,4,5.5,4.5,4.5,"57.40","4",347.6,"3",100.8," men's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"GARCIA Ivan","MEX",6,"5156B",3.8,7,7,6.5,7,5.5,7.5,6.5,"77.90","4",425.5,"4",121.3," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",1,"107B",3,7.5,7.5,8,8,8,7.5,7.5,"69.00","4",69,"4",25.5," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",2,"626C",3.3,7.5,6.5,7,7,7,7.5,6.5,"69.30","4",138.3,"4",39," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",3,"407C",3.2,6,6.5,6.5,6.5,6.5,7,7,"62.40","5",200.7,"5",68.4," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",4,"207C",3.3,6.5,6.5,6.5,6.5,6.5,6.5,7,"64.35","3",265.05,"5",91.55," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",5,"5253B",3.2,8,8,7.5,8,8,7.5,8,"76.80","2",341.85,"5",106.55," men's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"RIENDEAU Vincent","CAN",6,"307C",3.4,4.5,4.5,5,4,5,5,4,"47.60","5",389.45,"5",157.35," men's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"LIU Huixia","CHN",1,"107B",3,9,8.5,9,9,8.5,9,8.5,"79.50","1",79.5,"1",NA,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"LIU Huixia","CHN",2,"407C",3.2,9.5,8,8,9,9,8,9,"83.20","1",162.7,"1",NA,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"LIU Huixia","CHN",3,"6243D",3.2,8.5,7.5,8.5,8,8,7.5,8,"76.80","1",239.5,"1",NA,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"LIU Huixia","CHN",4,"207C",3.3,8,8,8,6.5,7.5,7.5,7.5,"75.90","1",315.4,"1",NA,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"LIU Huixia","CHN",5,"5253B",3.2,9,9,9,9,9,8.5,8.5,"86.40","1",401.8,"1",NA,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"COUCH Tonia","GBR",1,"5253B",3.2,8,7,7,7.5,7.5,7.5,7.5,"72.00","=2",72,"=2",7.5,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"COUCH Tonia","GBR",2,"407C",3.2,7,7.5,6.5,7,7.5,5.5,7,"67.20","4",139.2,"4",23.5,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"COUCH Tonia","GBR",3,"107B",3,8,7.5,8,8,7.5,8.5,8.5,"72.00","2",211.2,"3",28.3,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"COUCH Tonia","GBR",4,"6243D",3.2,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"72.00","3",283.2,"3",32.2,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
2,"COUCH Tonia","GBR",5,"305C",2.8,8,8.5,8.5,9,8.5,8.5,8,"71.40","4",354.6,"2",47.2,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"RINONG Pandelela","MAS",1,"107B",3,8,8,8,7.5,8,8,8.5,"72.00","=2",72,"=2",7.5,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"RINONG Pandelela","MAS",2,"205B",2.9,8,8.5,8.5,8.5,8.5,8.5,8.5,"73.95","2",145.95,"2",16.75,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"RINONG Pandelela","MAS",3,"6243D",3.2,7,7.5,7,6.5,7,7,6,"67.20","3",213.15,"2",26.35,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"RINONG Pandelela","MAS",4,"407C",3.2,7.5,8,7.5,7.5,8,8,8,"75.20","2",288.35,"2",27.05,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
3,"RINONG Pandelela","MAS",5,"5253B",3.2,6.5,6.5,5,6,7,6,6.5,"60.80","5",349.15,"3",52.65,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"BARROW Sarah","GBR",1,"6243D",3.2,7,8,7.5,7,7,7.5,8,"70.40","4",70.4,"4",9.1,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"BARROW Sarah","GBR",2,"407C",3.2,7.5,7.5,7.5,7.5,7,7,7,"70.40","3",140.8,"3",21.9,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"BARROW Sarah","GBR",3,"107B",3,7,5.5,6,6.5,6.5,7,6.5,"58.50","4",199.3,"4",40.2,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"BARROW Sarah","GBR",4,"305C",2.8,7.5,7.5,7.5,7.5,8,7.5,7.5,"63.00","4",262.3,"4",53.1,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
4,"BARROW Sarah","GBR",5,"5253B",3.2,7.5,7.5,8,8,7.5,6.5,7.5,"72.00","=2",334.3,"4",67.5,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"TARVIT Lara","AUS",1,"107B",3,7.5,7.5,7,7.5,7.5,7.5,7.5,"67.50","5",67.5,"5",12,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"TARVIT Lara","AUS",2,"407C",3.2,7,7.5,6.5,6,7,6,7,"65.60","5",133.1,"5",29.6,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"TARVIT Lara","AUS",3,"205B",2.9,6,7.5,6.5,6,6.5,6,6,"53.65","5",186.75,"5",52.75,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"TARVIT Lara","AUS",4,"6243D",3.2,6,4.5,4.5,5.5,5.5,6.5,4,"49.60","5",236.35,"5",79.05,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
5,"TARVIT Lara","AUS",5,"5253B",3.2,7.5,7.5,7.5,7,7.5,7,7.5,"72.00","=2",308.35,"5",93.45,"women's 10m platform","semifinal b","2015","World_Series_Beijing"
1,"HE Chong","CHN",1,"5154B",3.4,9,9,8.5,9,9,8.5,9,"91.80","1",91.8,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
1,"HE Chong","CHN",2,"407C",3.4,8.5,8.5,9,8.5,9,9,9,"90.10","2",181.9,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
1,"HE Chong","CHN",3,"307C",3.5,9.5,8.5,9,9,9.5,8.5,9,"94.50","2",276.4,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
1,"HE Chong","CHN",4,"207C",3.6,8,8,7.5,8,7.5,7.5,8,"84.60","3",361,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
1,"HE Chong","CHN",5,"109C",3.8,8.5,8.5,8.5,8.5,8,8.5,8.5,"96.90","1",457.9,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
1,"HE Chong","CHN",6,"5156B",3.9,7.5,8,8,8,7.5,9,8.5,"93.60","3",551.5,"1",NA," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",1,"407C",3.4,8.5,8.5,9,8.5,9,9,9,"90.10","2",90.1,"2",1.7," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",2,"5154B",3.4,6.5,7.5,7,8,7.5,7.5,8,"76.50","5",166.6,"3",15.3," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",3,"307C",3.5,9.5,9,9.5,9,9,9,9.5,"96.25","1",262.85,"2",13.55," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",4,"207C",3.6,8,8.5,8.5,9,8.5,8.5,9,"91.80","2",354.65,"2",6.35," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",5,"5337D",3.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,"89.25","3",443.9,"2",14," men's 3m springboard","final","2015","World_Series_Beijing"
2,"CAO Yuan","CHN",6,"109C",3.8,8,8.5,8.5,9,9.5,8,9,"98.80","1",542.7,"2",8.8," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",1,"205B",3,8,8.5,8,8.5,8,8,8,"72.00","5",72,"5",19.8," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",2,"307C",3.5,9,9.5,8.5,9,9,8.5,8.5,"92.75","1",164.75,"4",17.15," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",3,"5355B",3.7,7.5,7.5,7.5,7.5,7,7.5,7.5,"83.25","4",248,"4",28.4," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",4,"407C",3.4,8.5,8,8.5,8.5,8,8,7.5,"83.30","4",331.3,"4",29.7," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",5,"109C",3.8,8.5,8.5,8,8,8,8,8,"91.20","2",422.5,"4",35.4," men's 3m springboard","final","2015","World_Series_Beijing"
3,"HAUSDING Patrick","GER",6,"5156B",3.9,8.5,9,8,8,8,8.5,8.5,"97.50","2",520,"3",31.5," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",1,"5154B",3.4,8.5,8.5,8.5,8.5,8.5,8,8,"86.70","3",86.7,"3",5.1," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",2,"307C",3.5,8.5,9,8,8.5,8.5,8.5,8.5,"89.25","3",175.95,"2",5.95," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",3,"407C",3.4,8,8,8.5,8,8.5,8.5,8,"83.30","3",259.25,"3",17.15," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",4,"5156B",3.9,7,7,6,8,7,7,7,"81.90","5",341.15,"3",19.85," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",5,"109C",3.8,7.5,8,6.5,7,7.5,8,7.5,"85.50","4",426.65,"3",31.25," men's 3m springboard","final","2015","World_Series_Beijing"
4,"LAUGHER Jack","GBR",6,"207C",3.6,8,8.5,8,7.5,8,7,7.5,"84.60","4",511.25,"4",40.25," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",1,"407C",3.4,7,7.5,8,8,7,7.5,7,"74.80","4",74.8,"4",17," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",2,"5353B",3.3,8,8,7,8,7.5,7.5,8,"77.55","4",152.35,"5",29.55," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",3,"307C",3.5,6.5,6.5,7.5,6.5,6.5,7,6,"68.25","6",220.6,"5",55.8," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",4,"109C",3.8,8.5,9,8,8.5,8,7.5,8,"93.10","1",313.7,"5",47.3," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",5,"205B",3,8,8,8.5,8,7.5,8,8,"72.00","6",385.7,"5",72.2," men's 3m springboard","final","2015","World_Series_Beijing"
5,"KVASHA Illya","UKR",6,"5154B",3.4,9,8,8,8,7.5,8.5,8,"81.60","6",467.3,"5",84.2," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",1,"205B",3,6.5,6.5,5.5,6,5.5,5.5,6.5,"54.00","6",54,"6",37.8," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",2,"407C",3.4,7,7,8,7,7.5,7,6.5,"71.40","6",125.4,"6",56.5," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",3,"109C",3.8,6,6.5,7,6.5,5.5,6,6.5,"72.20","5",197.6,"6",78.8," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",4,"307C",3.5,7.5,7.5,7.5,7.5,8,7.5,7.5,"78.75","6",276.35,"6",84.65," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",5,"5154B",3.4,8,7.5,8,8,8,7.5,8,"81.60","5",357.95,"6",99.95," men's 3m springboard","final","2015","World_Series_Beijing"
6,"CASTILLO Yahel","MEX",6,"5156B",3.9,7,7.5,7,7,7.5,7,7.5,"83.85","5",441.8,"6",109.7," men's 3m springboard","final","2015","World_Series_Beijing"
1,"SHI Tingmao","CHN",1,"405B",3,8.5,8.5,8.5,8.5,8,8.5,8.5,"76.50","1",76.5,"1",NA,"women's 3m springboard","final","2015","World_Series_Beijing"
1,"SHI Tingmao","CHN",2,"205B",3,9,8.5,8.5,9,8.5,9,8.5,"78.00","1",154.5,"1",NA,"women's 3m springboard","final","2015","World_Series_Beijing"
1,"SHI Tingmao","CHN",3,"305B",3,8.5,9,8.5,8.5,8,9,8.5,"76.50","1",231,"1",NA,"women's 3m springboard","final","2015","World_Series_Beijing"
1,"SHI Tingmao","CHN",4,"107B",3.1,9,9,8.5,8.5,8.5,8.5,9,"80.60","1",311.6,"1",NA,"women's 3m springboard","final","2015","World_Series_Beijing"
1,"SHI Tingmao","CHN",5,"5152B",3,9,8.5,8.5,8,8.5,9,9,"78.00","1",389.6,"1",NA,"women's 3m springboard","final","2015","World_Series_Beijing"
2,"HE Zi","CHN",1,"405B",3,8,8,8,8.5,8,8.5,8.5,"73.50","2",73.5,"2",3,"women's 3m springboard","final","2015","World_Series_Beijing"
2,"HE Zi","CHN",2,"205B",3,8.5,8,8.5,8.5,7.5,8.5,8.5,"76.50","3",150,"2",4.5,"women's 3m springboard","final","2015","World_Series_Beijing"
2,"HE Zi","CHN",3,"305B",3,8.5,8.5,7.5,8.5,7.5,8.5,7.5,"73.50","2",223.5,"2",7.5,"women's 3m springboard","final","2015","World_Series_Beijing"
2,"HE Zi","CHN",4,"107B",3.1,8,8,7.5,8.5,8,8.5,8,"74.40","2",297.9,"2",13.7,"women's 3m springboard","final","2015","World_Series_Beijing"
2,"HE Zi","CHN",5,"5152B",3,8.5,8,8.5,8.5,8,8.5,8,"75.00","=2",372.9,"2",16.7,"women's 3m springboard","final","2015","World_Series_Beijing"
3,"WARE Pamela","CAN",1,"205B",3,8,8,8.5,8,7.5,7.5,8,"72.00","=3",72,"=3",4.5,"women's 3m springboard","final","2015","World_Series_Beijing"
3,"WARE Pamela","CAN",2,"107B",3.1,7.5,7.5,7.5,7.5,8,7.5,8,"69.75","4",141.75,"4",12.75,"women's 3m springboard","final","2015","World_Series_Beijing"
3,"WARE Pamela","CAN",3,"405B",3,6,5.5,6,6.5,6.5,5.5,6.5,"55.50","6",197.25,"4",33.75,"women's 3m springboard","final","2015","World_Series_Beijing"
3,"WARE Pamela","CAN",4,"305B",3,7,7,7,7,6.5,7,7.5,"63.00","6",260.25,"4",51.35,"women's 3m springboard","final","2015","World_Series_Beijing"
3,"WARE Pamela","CAN",5,"5152B",3,8,8.5,8.5,8,8.5,8,8.5,"75.00","=2",335.25,"3",54.35,"women's 3m springboard","final","2015","World_Series_Beijing"
4,"ABEL Jennifer","CAN",1,"405B",3,8,8,8,8,8.5,8,8,"72.00","=3",72,"=3",4.5,"women's 3m springboard","final","2015","World_Series_Beijing"
4,"ABEL Jennifer","CAN",2,"107B",3.1,8.5,8.5,8.5,8,8.5,8,8,"77.50","2",149.5,"3",5,"women's 3m springboard","final","2015","World_Series_Beijing"
4,"ABEL Jennifer","CAN",3,"5154B",3.4,7,6.5,6.5,6.5,6.5,6.5,6,"66.30","3",215.8,"3",15.2,"women's 3m springboard","final","2015","World_Series_Beijing"
4,"ABEL Jennifer","CAN",4,"205B",3,8,8,8,8,8.5,8,8,"72.00","4",287.8,"3",23.8,"women's 3m springboard","final","2015","World_Series_Beijing"
4,"ABEL Jennifer","CAN",5,"305B",3,5.5,6,4.5,5.5,4.5,4.5,4.5,"43.50","6",331.3,"4",58.3,"women's 3m springboard","final","2015","World_Series_Beijing"
5,"HERNANDEZ Dolores","MEX",1,"405B",3,7,6.5,6.5,7,7,7,7.5,"63.00","5",63,"5",13.5,"women's 3m springboard","final","2015","World_Series_Beijing"
5,"HERNANDEZ Dolores","MEX",2,"107B",3.1,7,6.5,6,7,6.5,6.5,6.5,"60.45","5",123.45,"5",31.05,"women's 3m springboard","final","2015","World_Series_Beijing"
5,"HERNANDEZ Dolores","MEX",3,"205B",3,7,7.5,7,7,7.5,7.5,7.5,"66.00","4",189.45,"5",41.55,"women's 3m springboard","final","2015","World_Series_Beijing"
5,"HERNANDEZ Dolores","MEX",4,"305B",3,7.5,7.5,7,8,7.5,7,7.5,"67.50","5",256.95,"5",54.65,"women's 3m springboard","final","2015","World_Series_Beijing"
5,"HERNANDEZ Dolores","MEX",5,"5152B",3,7.5,8,7,8,7.5,7.5,7.5,"67.50","5",324.45,"5",65.15,"women's 3m springboard","final","2015","World_Series_Beijing"
6,"KEENEY Maddison","AUS",1,"205B",3,6,6.5,7.5,7,7,6.5,7,"61.50","6",61.5,"6",15,"women's 3m springboard","final","2015","World_Series_Beijing"
6,"KEENEY Maddison","AUS",2,"305B",3,7,5.5,6,6.5,7.5,6.5,7,"60.00","6",121.5,"6",33,"women's 3m springboard","final","2015","World_Series_Beijing"
6,"KEENEY Maddison","AUS",3,"405B",3,6,7,6.5,6,6.5,7,7,"60.00","5",181.5,"6",49.5,"women's 3m springboard","final","2015","World_Series_Beijing"
6,"KEENEY Maddison","AUS",4,"107B",3.1,8,7.5,8,8,8,7.5,7.5,"72.85","3",254.35,"6",57.25,"women's 3m springboard","final","2015","World_Series_Beijing"
6,"KEENEY Maddison","AUS",5,"5152B",3,7,7.5,7.5,8,8,8,7,"69.00","4",323.35,"6",66.25,"women's 3m springboard","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",1,"407B",3.5,8.5,8.5,9,8.5,8.5,9,8.5,"89.25","2",89.25,"2",5.25," men's 10m platform","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",2,"5255B",3.6,8,8,7.5,8,8,8.5,8.5,"86.40","3",175.65,"2",17.65," men's 10m platform","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",3,"307C",3.4,9.5,9.5,9,9,9,9,9,"91.80","2",267.45,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",4,"626B",3.5,9.5,9.5,9.5,9.5,9,9.5,9,"99.75","1",367.2,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",5,"207B",3.6,9,9,9,9,9.5,9,9,"97.20","2",464.4,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
1,"YANG Jian","CHN",6,"109B",4.1,9.5,10,10,10,10,9.5,10,"123.00","1",587.4,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",1,"407C",3.2,7.5,8,8,8,8,8,8,"76.80","5",76.8,"5",17.7," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",2,"6245D",3.6,8,8.5,8.5,9,9.5,9,9.5,"95.40","2",172.2,"3",21.1," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",3,"307C",3.4,8.5,8.5,9,8.5,9,8.5,9,"88.40","3",260.6,"2",6.85," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",4,"109C",3.7,7.5,7.5,8,7.5,8,7.5,8,"85.10","4",345.7,"2",21.5," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",5,"207B",3.6,8.5,8.5,8.5,8.5,9,9,8.5,"91.80","=3",437.5,"2",26.9," men's 10m platform","final","2015","World_Series_Beijing"
2,"BOUDIA David","USA",6,"5255B",3.6,8.5,9,9,9,9.5,9.5,9,"97.20","3",534.7,"2",52.7," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",1,"407C",3.2,9,9,9,8.5,9,9,9,"86.40","3",86.4,"3",8.1," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",2,"109C",3.7,5.5,5,6,5,5.5,5.5,6,"61.05","6",147.45,"4",45.85," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",3,"626B",3.5,9,9.5,9.5,9,8.5,8.5,8.5,"92.75","1",240.2,"3",27.25," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",4,"207B",3.6,9,9,9.5,9,8.5,10,9,"97.20","2",337.4,"3",29.8," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",5,"307C",3.4,9,10,10,9.5,9,10,9.5,"98.60","1",436,"3",28.4," men's 10m platform","final","2015","World_Series_Beijing"
3,"KLEIN Sascha","GER",6,"5255B",3.6,8,8,8.5,7.5,8,9,8,"86.40","5",522.4,"3",65," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",1,"407B",3.5,9.5,8.5,9,9,9,9,9,"94.50","1",94.5,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",2,"5156B",3.8,8.5,8,8.5,9,9,9,8.5,"98.80","1",193.3,"1",NA," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",3,"626B",3.5,4.5,4,3.5,4,4.5,3.5,4,"42.00","6",235.3,"4",32.15," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",4,"307C",3.4,9,9.5,9,9.5,9.5,9.5,9,"95.20","3",330.5,"4",36.7," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",5,"207B",3.6,8.5,8.5,8,8.5,8.5,8.5,8.5,"91.80","=3",422.3,"4",42.1," men's 10m platform","final","2015","World_Series_Beijing"
4,"QIU Bo","CHN",6,"109C",3.7,9,9,9,9,9.5,9,9,"99.90","2",522.2,"4",65.2," men's 10m platform","final","2015","World_Series_Beijing"
5,"SANCHEZ German","MEX",1,"207C",3.3,7,7,6,6,7.5,5.5,7,"66.00","6",66,"6",28.5," men's 10m platform","final","2015","World_Series_Beijing"
5,"SANCHEZ German","MEX",2,"109C",3.7,6,6.5,6.5,5.5,6.5,6,6.5,"70.30","4",136.3,"6",57," men's 10m platform","final","2015","World_Series_Beijing"
5,"SANCHEZ German","MEX",3,"409C",4.1,5.5,6,6.5,6.5,7,6,6.5,"77.90","5",214.2,"6",53.25," men's 10m platform","final","2015","World_Series_Beijing"
